text,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Visual Arts,Workplace
recap of the first 14 episodes of karakuri circus.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"much to the horror of meiko mochizuki, her digimon partner meicoomon is forced to evolve into meicrackmon and falls under an evil influence in the process. as meicrackmon disappears to wreak havoc elsewhere, it seems that the digital world itself starts to reject the presence of meiko and the other chosen children. while evading various enemies who come after them, the group attempts to find their way back home. in the human world, a messenger from the mysterious entity homeostasis visits both meiko's father and daigo nishijima of the incorporated administrative agency to discuss meicoomon's origins. the messenger informs the two that homeostasis plans to eliminate the digital monster. by doing so, they hope to prevent further digimon from materializing in the human realm regardless of the chosen children's feelings on the matter.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the stress team floats over the city, locating stressed out people and transforming them into monsters. to combat this, three girls reluctantly transform into the sweet valerians, bunny defenders of justice.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
music video directed by sou ootsuki for nana song by japanese music unit fuuri on their self-titled debut album. the music video was included on dvd with the release of the album.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mizuki haruno, who has been spending her days feeling blue, was taken to a live concert by her childhood friend, nozomi. she caught a glimpse of the ""exciting world there."" ""nozomi...i want to play in a girls' band!"" the story of mizuki who became a high-school student begins now! this is a rockin' youth story woven by the four individual girls from the music band at hakumai high school in a town in hokkaido!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"in a world plagued by magical dangers and threats, there exist special warriors known as inquisitors who are tasked with non-violently preventing these threats and nefarious actions. the anti-magic academy is a specialized school built to educate and train these inquisitors, which splits its students into small squads in order to train them to work together. among these talented squads is the 35th test platoon, also known as the ""small fry platoon"" due to its low ranking and incompetent members. however, everything changes when ouka ootori, a powerful yet rebellious former inquisitor, is forced into joining due to her tendency to break rules and committing a serious violation: the killing of a witch. tempers flare upon her arrival, as she clashes with their clumsy captain takeru kusanagi and argues with the rest of the squad over her views on witches. this eclectic group has a long way to go if they wish to succeed and climb the ranks at the anti-magic academy: they must first set aside their differences and come to work together as a team.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a modern horror style fantasy depicting a laughable adventure in gunma hender land, the largest theme park in the north areas around tokyo. nohara family fight with toppema muppet (a talking doll from magic world) against two gay 'witch' men makao and joma, who came from another world and try to invade the real world.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
third season of pururun! shizuku-chan.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recap of the first five episodes of build divide: code white.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"kenma kozume has never considered volleyball fun or thrilling: it is merely something he is good at. but now nekoma high school's volleyball team has qualified for the spring nationals and prepares to battle their long-standing rivals karasuno. now, kenma has to analyze the most confounding and resilient team and lead nekoma to victory against them. moreover, he will play against his friend shouyou hinata, karasuno's short but incredibly proficient middle blocker. karasuno has never been able to beat nekoma in practice matches. even so, despite his usual indifference, kenma feels a tinge of excitement at the prospect of facing karasuno in a high-stakes official game with no do-overs. to advance to the semifinals and ultimately restore their team's former glory, karasuno must find a way to overcome kenma's brilliant strategy and defeat nekoma in their own territory.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"morita mayu, a high school girl. she is extremely reticent and her silence and habit of looking at people's eyes straightly sometimes cause misunderstanding. the reason behind it is not because she doesn t like to talk nor because she has nothing to say. the reason she rarely speaks is due to the fact she thinks too much before speaking, thus losing the timing to speak altogether. but she lives a happy school life with her classmates.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"when nicoletta was a little girl, her mother, olga, abandoned her and ran off to rome to remarry. now, 15 years later and a young woman, she travels to rome with the intention of ruining her mother's life. she tracks olga down to a restaurant called casetta dell'orso, but the second nicoletta steps through its door, everything changes. it's a peculiar place staffed entirely by mature gentlemen wearing spectacles, and like their clientele, she is helpless against their wise smiles and warm voices. before nicoletta realizes it, her plans for vengeance start to fade, and she's swept up in the sweet romance of everyday italian life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"if there's one word to describe reiji ozora, it would be ""quitter."" he can never find the motivation to finish anything, and loses interest at the drop of a hat. this all changes when his best friend maiko introduces him to the new game ""dragon drive."" in this virtual reality game, each player is assigned a dragon tailored to match their personality and strength. reiji hopes for a big, strong, scary beast, but instead, he is stuck with chibi, a cute, friendly-looking dragon smaller than he is. how disappointing except it turns out that chibi is the rarest dragon of them all! reiji finally discovers something he can remain interested in, and works hard to train both himself and his newfound friend. soon this training will be put to use to save the world, for there are people who have dark aspirations for dragon drive!",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a psychedelic anime that starts with irregular ink bleeding and develops with increasing degree of chaos.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a comedy about a spoiled and bratty kid monster. each episode contains 2 stories.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dvd only episode.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a dvd special of cofun gal no coffy (tv) for the limited edition box set only, chronologically it is episode 10.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dvd ova of witch craft works bundled with the eighth manga volume.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
music video for the song ad meliora by the charm park. the song was featured as the first ending for fruits basket 2nd season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a young boy, tired of the city, escapes into the country. when trying to bring vegetables to the market to sell, his cart breaks down and he exchanges the vegetables for a mystical seed. returning home he plants the seed in a normal pot only to find it growing into a planet.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a 75-minute recap of episodes 207-219, covering the long ring long land arc. it was only aired once and was never released on home video.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"this ""slow-life anime"" is part of the datsuryoku-kei (ennui-style) genre of comedy that depicts the minutiae of everyday life. the series observes the daily lives of heroes from the worlds of tezuka production and tatsunoko production, ""evolved"" for their modern tv appearances, and combines motion-captured improvised acting with computer animation into a series of comedy shorts.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"an animation mixing hand-drawn and cut-out techniques depicting the daily rituals of weekday morning that is occasionally interrupted by flights of fantasy delivered in stroboscopic flashes. showing scenes of brushing teeth and face washing, tanaami describes the film to be like a self-portrait on his favorite day of the week.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nicholas, a hypocritical ruler of the zinba empire, wants to expand his territory. his plan is to turn the earth into his own private colony. his detailed plan starts by cutting off all of earth's defense forces by destroying the city of orion. meanwhile. a group of youngsters are spending their vacation on mars. not until they discover the destruction on earth do they realize the danger they are in. they find dr. han and fred in an underground cave. dr. han believes that somewhere on earth there is an immortal bird called, the phoenix king. he is said to be the guardian of the earth and only this mythical creature can defeat nicholas. therefore, the adventurer's set off for the phoenix's alleged home and the earth's only hope.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no synopsis has been added for this series yet. click here to update this information.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the way the everyday and the extraordinary constantly change in the environment around us and within ourselves. graduate work by ryoji yamada at tama art university in 2011.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"inspector zenigata has been removed from the lupin case which leaves him despondent, and he ends up drinking with lupin jigen. lupin decides that he and his gang should work with zenigata to solve his new case, investigating a group of arms dealers known as shot shell. lupin gathers his partners together (jigen, goemon, fujiko), and with zenegata they steal a russian submarine. they kidnap a scientist named karen korinsky to help them operate the sub, and also to protect her from shot shell. meanwhile the icpo assigns a man named keith hayden to the lupin case, and unlike zenigata he wants lupin and his group dead. where ever lupin and friends go, keith follows, as the officer attempts to pick them off one by one.",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no synopsis has been added for this series yet. click here to update this information.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"in martian colony fourth tokyo lies a classroom of kirishina corporation's brightest minds spearheading aerospace development: a-tec, led by genius engineer kaito sera, eagerly anticipating the arrival of their newest member. it soon becomes clear, however, that the transfer student is hardly ordinary nagisa kiryuu, newly appointed chief of a-tec and the younger brother of the corporation's ceo, is sent to shut the program down. to keep the classroom alive, kaito and his students desperately work to develop a successor to their most powerful rocket, the x-2; meanwhile, nagisa climbs the corporate ladder in pursuit of his own mission. in spite of this, their separate battles soon reveal that much more is going on in kirishina corporation than meets the eye. classroom crisis follows kaito and nagisa, as well as kaito's younger sister mizuki and a-tec's test pilot iris shirasaki, in a story of intrigue, political warfare, and, against all odds, romance. as nagisa and a-tec are dragged further and further into kirishina corporation's conspiracies, friendships grow and pasts are unveiled as they fight to avert their classroom crisis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"a metaphorical song about the anxiety, frustration, lonliness, and heartache felt during puberty. like that of wisdom teeth growing in, the pain follows you everywhere.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"during the events of the original rozen maiden, after circling ""yes"" on a paper and agreeing to wind an unknown ""something,"" a traumatized jun sakurada fights alongside the lifelike dolls known as the rozen maidens. but what would have happened if jun had circled ""no""? jun, having gotten over his school trauma from his younger days, spends his time attending college and working in a bookstore. however, he does not feel as though he belongs anywhere. one day, he finds a book containing instructions on how to make a rozen maiden. mysteriously, when he arrives home that night, the second volume in the book series has been delivered to his house, along with some pieces of a doll. but as suddenly as they started arriving, the books stop coming, and jun gets a notice that says that the books have ceased being published. with an incomplete doll in hand, and a message from his other self in another world, this jun also finds his way into the world of the rozen maidens.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
specials included on the princess lover! blu-ray dvd volumes.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"music video for the song anata no koe by mone kamishiraishi, that was featured on nhk's minna no uta program. the song was released as a single two days later. the video was animated by ryouzou oominato.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
music video for the song kawaki wo ameku by minami.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recap of the events in shingeki no kyojin that happened prior to episode 14.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"five hundred years ago, the fantasy world of alneath was torn apart by a war between magically gifted immortals and mortals armed with magical artifacts. the conflict came to an end when mortals' hero, gram, slayed the demon lord veltol velvet velsvolt. in 2099, the world looks a bit different. alneath and technologically advanced earth have fused in an event known as fantasion. immortals have been hunted down to near extinction, and technological implants called familia allow mortals to use magic. as the new world slowly recovers, veltol's vassal machina solege resurrects him in shinjuku, a techno-magical city constructed in the middle of devastated lands. however, veltol's magic is severely weakened, and his former ally marcus has betrayed him. to regain his fame and magical abilities, veltol follows the advice of takahashi machina's friend and a professional hacker to start an unusual career: live streaming. his sharp tongue and comically poor gaming skills quickly secure him followers, but to dominate the world once again, veltol must first uncover shinjuku's secrets and thwart marcus' vile plans.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
